Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Embarked_Q,Embarked_S,AgeGroup_Teen,AgeGroup_YoungAdult,AgeGroup_Adult,AgeGroup_Senior
0,1,0,40.0,0,0,35.0,1,1,35.0,False,True,False,False,True,False
0,3,0,15.0,1,1,7.2292,3,0,2.409733333333333,False,False,True,False,False,False
0,3,0,25.0,1,0,17.8,2,0,8.9,False,True,False,True,False,False
0,3,0,25.0,0,0,7.225,1,1,7.225,False,False,False,True,False,False
0,3,0,28.0,0,0,9.5,1,1,9.5,False,True,False,True,False,False
1,1,1,22.0,0,1,55.0,2,0,27.5,False,True,False,True,False,False
0,2,1,38.0,0,0,13.0,1,1,13.0,False,True,False,False,True,False
1,3,1,21.5,0,0,7.8792,1,1,7.8792,True,False,False,True,False,False
1,3,1,21.5,0,0,7.8792,1,1,7.8792,True,False,False,True,False,False
0,3,0,40.0,1,4,27.9,6,0,4.6499999999999995,False,True,False,False,True,False
0,2,0,29.0,1,0,27.7208,2,0,13.8604,False,False,False,True,False,False
0,3,1,45.0,0,1,14.4542,2,0,7.2271,False,False,False,False,True,False
0,3,0,35.0,0,0,7.05,1,1,7.05,False,True,False,True,False,False
0,3,0,25.0,1,0,15.5,2,0,7.75,True,False,False,True,False,False
0,3,0,30.0,0,0,7.25,1,1,7.25,False,True,False,True,False,False
1,1,1,60.0,1,0,75.25,2,0,37.625,False,False,False,False,True,False
1,3,1,21.5,0,0,7.2292,1,1,7.2292,False,False,False,True,False,False
1,3,1,21.5,0,0,7.75,1,1,7.75,True,False,False,True,False,False
1,1,1,24.0,0,0,69.3,1,1,69.3,False,False,False,True,False,False
1,1,0,25.0,1,0,55.4417,2,0,27.72085,False,False,False,True,False,False
0,3,0,18.0,1,0,6.4958,2,0,3.2479,False,True,True,False,False,False
0,3,0,19.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
0,1,0,22.0,0,0,135.6333,1,1,135.6333,False,False,False,True,False,False
0,3,1,3.0,3,1,21.075,5,0,4.215,False,True,False,False,False,False
1,1,1,35.0,1,0,82.1708,2,0,41.0854,False,False,False,True,False,False
1,3,1,22.0,0,0,7.25,1,1,7.25,False,True,False,True,False,False
0,1,0,27.0,0,2,211.5,3,0,70.5,False,False,False,True,False,False
0,3,0,20.0,0,0,4.0125,1,1,4.0125,False,False,False,True,False,False
0,3,0,19.0,0,0,7.775,1,1,7.775,False,True,False,True,False,False
1,1,1,42.0,0,0,227.525,1,1,227.525,False,False,False,False,True,False
1,3,1,1.0,0,2,15.7417,3,0,5.247233333333333,False,False,False,False,False,False
0,3,0,32.0,0,0,7.925,1,1,7.925,False,True,False,True,False,False
1,1,1,35.0,1,0,52.0,2,0,26.0,False,True,False,True,False,False
0,3,0,25.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
0,2,0,18.0,0,0,73.5,1,1,73.5,False,True,True,False,False,False
0,3,0,1.0,5,2,46.9,8,0,5.8625,False,True,False,False,False,False
1,2,1,36.0,0,0,13.0,1,1,13.0,False,True,False,False,True,False
0,3,0,25.0,0,0,7.7292,1,1,7.7292,True,False,False,True,False,False
1,2,1,17.0,0,0,12.0,1,1,12.0,False,False,True,False,False,False
1,1,0,36.0,1,2,120.0,4,0,30.0,False,True,False,False,True,False
1,3,0,21.0,0,0,7.7958,1,1,7.7958,False,True,False,True,False,False
0,3,0,28.0,2,0,7.925,3,0,2.6416666666666666,False,True,False,True,False,False
1,1,1,23.0,1,0,113.275,2,0,56.6375,False,False,False,True,False,False
1,3,1,24.0,0,2,16.7,3,0,5.566666666666666,False,True,False,True,False,False
0,3,0,22.0,0,0,7.7958,1,1,7.7958,False,True,False,True,False,False
0,3,1,31.0,0,0,7.8542,1,1,7.8542,False,True,False,True,False,False
0,2,0,46.0,0,0,26.0,1,1,26.0,False,True,False,False,True,False
0,2,0,23.0,0,0,10.5,1,1,10.5,False,True,False,True,False,False
1,2,1,28.0,0,0,12.65,1,1,12.65,False,True,False,True,False,False
1,3,0,39.0,0,0,7.925,1,1,7.925,False,True,False,False,True,False
0,3,0,26.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
0,3,1,21.0,1,0,9.825,2,0,4.9125,False,True,False,True,False,False
0,3,0,28.0,1,0,15.85,2,0,7.925,False,True,False,True,False,False
0,3,1,20.0,0,0,8.6625,1,1,8.6625,False,True,False,True,False,False
0,2,0,34.0,1,0,21.0,2,0,10.5,False,True,False,True,False,False
0,3,0,51.0,0,0,7.75,1,1,7.75,False,True,False,False,True,False
1,2,0,3.0,1,1,18.75,3,0,6.25,False,True,False,False,False,False
0,3,0,21.0,0,0,7.775,1,1,7.775,False,True,False,True,False,False
0,3,1,21.5,3,1,25.4667,5,0,5.0933399999999995,False,True,False,True,False,False
0,3,0,25.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
0,3,0,25.0,0,0,6.8583,1,1,6.8583,True,False,False,True,False,False
1,1,1,33.0,1,0,90.0,2,0,45.0,True,False,False,True,False,False
0,2,0,30.0,0,0,0.0,1,1,0.0,False,True,False,True,False,False
1,3,0,44.0,0,0,7.925,1,1,7.925,False,True,False,False,True,False
0,3,1,21.5,0,0,8.05,1,1,8.05,False,True,False,True,False,False
1,2,1,34.0,1,1,32.5,3,0,10.833333333333334,False,True,False,True,False,False
1,2,1,18.0,0,2,13.0,3,0,4.333333333333333,False,True,True,False,False,False
0,2,0,30.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
0,3,1,10.0,0,2,24.15,3,0,8.049999999999999,False,True,False,False,False,False
0,3,0,25.0,0,0,7.8958,1,1,7.8958,False,False,False,True,False,False
0,3,0,21.0,0,0,7.7333,1,1,7.7333,True,False,False,True,False,False
0,3,0,29.0,0,0,7.875,1,1,7.875,False,True,False,True,False,False
0,3,1,28.0,1,1,14.4,3,0,4.8,False,True,False,True,False,False
0,3,0,18.0,1,1,20.2125,3,0,6.7375,False,True,True,False,False,False
0,3,0,25.0,0,0,7.25,1,1,7.25,False,True,False,True,False,False
1,2,1,28.0,1,0,26.0,2,0,13.0,False,True,False,True,False,False
1,2,1,19.0,0,0,26.0,1,1,26.0,False,True,False,True,False,False
0,3,0,25.0,0,0,7.75,1,1,7.75,True,False,False,True,False,False
1,3,0,32.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
1,1,0,28.0,0,0,26.55,1,1,26.55,False,True,False,True,False,False
1,3,1,21.5,1,0,16.1,2,0,8.05,False,True,False,True,False,False
1,2,1,42.0,1,0,26.0,2,0,13.0,False,True,False,False,True,False
0,3,0,17.0,0,0,7.125,1,1,7.125,False,True,True,False,False,False
0,1,0,50.0,1,0,55.9,2,0,27.95,False,True,False,False,True,False
1,1,1,14.0,1,2,120.0,4,0,30.0,False,True,True,False,False,False
0,3,1,21.0,2,2,34.375,5,0,6.875,False,True,False,True,False,False
1,2,1,24.0,2,3,18.75,6,0,3.125,False,True,False,True,False,False
0,1,0,64.0,1,4,263.0,6,0,43.833333333333336,False,True,False,False,False,True
0,2,0,31.0,0,0,10.5,1,1,10.5,False,True,False,True,False,False
1,2,1,45.0,1,1,26.25,3,0,8.75,False,True,False,False,True,False
0,3,0,20.0,0,0,9.5,1,1,9.5,False,True,False,True,False,False
0,3,0,25.0,1,0,7.775,2,0,3.8875,False,True,False,True,False,False
1,2,1,28.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
1,3,0,25.0,0,0,8.1125,1,1,8.1125,False,True,False,True,False,False
1,1,0,4.0,0,2,81.8583,3,0,27.2861,False,True,False,False,False,False
1,2,1,13.0,0,1,19.5,2,0,9.75,False,True,True,False,False,False
1,1,0,34.0,0,0,26.55,1,1,26.55,False,True,False,True,False,False
1,3,1,5.0,2,1,19.2583,4,0,4.814575,False,False,False,False,False,False
1,1,0,52.0,0,0,30.5,1,1,30.5,False,True,False,False,True,False
0,2,0,36.0,1,2,27.75,4,0,6.9375,False,True,False,False,True,False
0,3,0,25.0,1,0,19.9667,2,0,9.98335,False,True,False,True,False,False
0,1,0,30.0,0,0,27.75,1,1,27.75,False,False,False,True,False,False
1,1,0,49.0,1,0,89.1042,2,0,44.5521,False,False,False,False,True,False
0,3,0,25.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
1,3,0,29.0,0,0,7.8958,1,1,7.8958,False,False,False,True,False,False
0,1,0,65.0,0,0,26.55,1,1,26.55,False,True,False,False,False,True
1,1,1,35.0,1,0,51.8625,2,0,25.93125,False,True,False,True,False,False
1,2,1,50.0,0,0,10.5,1,1,10.5,False,True,False,False,True,False
0,3,0,25.0,0,0,7.75,1,1,7.75,True,False,False,True,False,False
1,1,0,48.0,0,0,26.55,1,1,26.55,False,True,False,False,True,False
0,3,0,34.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
0,1,0,47.0,0,0,38.5,1,1,38.5,False,True,False,False,True,False
0,2,0,48.0,0,0,13.0,1,1,13.0,False,True,False,False,True,False
0,3,0,25.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
0,3,0,38.0,0,0,7.05,1,1,7.05,False,True,False,False,True,False
0,2,0,30.0,0,0,0.0,1,1,0.0,False,True,False,True,False,False
0,1,0,56.0,0,0,26.55,1,1,26.55,False,True,False,False,True,False
0,3,0,25.0,0,0,7.725,1,1,7.725,True,False,False,True,False,False
1,3,1,0.75,2,1,19.2583,4,0,4.814575,False,False,False,False,False,False
0,3,0,25.0,0,0,7.25,1,1,7.25,False,True,False,True,False,False
0,3,0,38.0,0,0,8.6625,1,1,8.6625,False,True,False,False,True,False
1,2,1,33.0,1,2,27.75,4,0,6.9375,False,True,False,True,False,False
1,2,1,23.0,0,0,13.7917,1,1,13.7917,False,False,False,True,False,False
0,3,1,22.0,0,0,9.8375,1,1,9.8375,False,True,False,True,False,False
0,1,0,40.0,0,0,52.0,1,1,52.0,False,True,False,False,True,False
0,2,0,34.0,1,0,21.0,2,0,10.5,False,True,False,True,False,False
0,3,0,29.0,1,0,7.0458,2,0,3.5229,False,True,False,True,False,False
0,3,0,22.0,0,0,7.5208,1,1,7.5208,False,True,False,True,False,False
1,3,1,2.0,0,1,12.2875,2,0,6.14375,False,True,False,False,False,False
0,3,0,9.0,5,2,46.9,8,0,5.8625,False,True,False,False,False,False
0,2,0,30.0,0,0,0.0,1,1,0.0,False,True,False,True,False,False
0,3,0,50.0,0,0,8.05,1,1,8.05,False,True,False,False,True,False
1,3,1,63.0,0,0,9.5875,1,1,9.5875,False,True,False,False,False,True
1,1,0,25.0,1,0,91.0792,2,0,45.5396,False,False,False,True,False,False
0,3,1,21.5,3,1,25.4667,5,0,5.0933399999999995,False,True,False,True,False,False
1,1,1,35.0,1,0,90.0,2,0,45.0,False,True,False,True,False,False
0,1,0,58.0,0,0,29.7,1,1,29.7,False,False,False,False,True,False
0,3,0,30.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
1,3,0,9.0,1,1,15.9,3,0,5.3,False,True,False,False,False,False
0,3,0,25.0,1,0,19.9667,2,0,9.98335,False,True,False,True,False,False
0,3,0,21.0,0,0,7.25,1,1,7.25,False,True,False,True,False,False
0,1,0,55.0,0,0,30.5,1,1,30.5,False,True,False,False,True,False
0,1,0,71.0,0,0,49.5042,1,1,49.5042,False,False,False,False,False,True
0,3,0,21.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
0,3,0,25.0,0,0,14.4583,1,1,14.4583,False,False,False,True,False,False
1,1,1,54.0,1,0,78.2667,2,0,39.13335,False,False,False,False,True,False
0,3,0,25.0,0,0,15.1,1,1,15.1,False,True,False,True,False,False
0,1,1,25.0,1,2,151.55,4,0,37.8875,False,True,False,True,False,False
0,3,0,24.0,0,0,7.7958,1,1,7.7958,False,True,False,True,False,False
0,3,0,17.0,0,0,8.6625,1,1,8.6625,False,True,True,False,False,False
0,3,1,21.0,0,0,7.75,1,1,7.75,True,False,False,True,False,False
0,3,1,21.5,0,0,7.6292,1,1,7.6292,True,False,False,True,False,False
0,3,1,37.0,0,0,9.5875,1,1,9.5875,False,True,False,False,True,False
1,1,1,16.0,0,0,86.5,1,1,86.5,False,True,True,False,False,False
0,1,0,18.0,1,0,108.9,2,0,54.45,False,False,True,False,False,False
1,2,1,33.0,0,2,26.0,3,0,8.666666666666666,False,True,False,True,False,False
1,1,0,40.0,0,0,26.55,1,1,26.55,False,True,False,False,True,False
0,3,0,28.0,0,0,22.525,1,1,22.525,False,True,False,True,False,False
1,3,0,26.0,0,0,56.4958,1,1,56.4958,False,True,False,True,False,False
1,3,0,29.0,0,0,7.75,1,1,7.75,True,False,False,True,False,False
0,3,0,25.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
1,1,0,36.0,0,0,26.2875,1,1,26.2875,False,True,False,False,True,False
1,1,1,54.0,1,0,59.4,2,0,29.7,False,False,False,False,True,False
0,3,0,24.0,0,0,7.4958,1,1,7.4958,False,True,False,True,False,False
0,1,0,47.0,0,0,34.0208,1,1,34.0208,False,True,False,False,True,False
1,2,1,34.0,0,0,10.5,1,1,10.5,False,True,False,True,False,False
0,3,0,25.0,0,0,24.15,1,1,24.15,True,False,False,True,False,False
1,2,1,36.0,1,0,26.0,2,0,13.0,False,True,False,False,True,False
0,3,0,32.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
1,1,1,30.0,0,0,93.5,1,1,93.5,False,True,False,True,False,False
0,3,0,22.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
0,3,0,25.0,0,0,7.225,1,1,7.225,False,False,False,True,False,False
1,1,1,44.0,0,1,57.9792,2,0,28.9896,False,False,False,False,True,False
0,3,0,25.0,0,0,7.2292,1,1,7.2292,False,False,False,True,False,False
0,3,0,40.5,0,0,7.75,1,1,7.75,True,False,False,False,True,False
1,2,1,50.0,0,0,10.5,1,1,10.5,False,True,False,False,True,False
0,1,0,40.0,0,0,221.7792,1,1,221.7792,False,True,False,False,True,False
0,3,0,39.0,0,0,7.925,1,1,7.925,False,True,False,False,True,False
0,2,0,23.0,2,1,11.5,4,0,2.875,False,True,False,True,False,False
1,2,1,2.0,1,1,26.0,3,0,8.666666666666666,False,True,False,False,False,False
0,3,0,25.0,0,0,7.2292,1,1,7.2292,False,False,False,True,False,False
0,3,0,17.0,1,1,7.2292,3,0,2.409733333333333,False,False,True,False,False,False
1,3,1,21.5,0,2,22.3583,3,0,7.452766666666666,False,False,False,True,False,False
0,3,1,30.0,0,0,8.6625,1,1,8.6625,False,True,False,True,False,False
1,2,1,7.0,0,2,26.25,3,0,8.75,False,True,False,False,False,False
0,1,0,45.0,0,0,26.55,1,1,26.55,False,True,False,False,True,False
1,1,1,30.0,0,0,106.425,1,1,106.425,False,False,False,True,False,False
0,3,0,25.0,0,0,14.5,1,1,14.5,False,True,False,True,False,False
1,1,1,22.0,0,2,49.5,3,0,16.5,False,False,False,True,False,False
1,1,1,36.0,0,2,71.0,3,0,23.666666666666668,False,True,False,False,True,False
0,3,1,9.0,4,2,31.275,7,0,4.4678571428571425,False,True,False,False,False,False
0,3,1,11.0,4,2,31.275,7,0,4.4678571428571425,False,True,False,False,False,False
1,2,0,32.0,1,0,26.0,2,0,13.0,False,True,False,True,False,False
0,1,0,50.0,1,0,106.425,2,0,53.2125,False,False,False,False,True,False
0,1,0,64.0,0,0,26.0,1,1,26.0,False,True,False,False,False,True
1,2,1,19.0,1,0,26.0,2,0,13.0,False,True,False,True,False,False
1,2,0,30.0,0,0,13.8625,1,1,13.8625,False,False,False,True,False,False
0,3,0,33.0,1,1,20.525,3,0,6.841666666666666,False,True,False,True,False,False
1,2,0,8.0,1,1,36.75,3,0,12.25,False,True,False,False,False,False
1,1,0,17.0,0,2,110.8833,3,0,36.9611,False,False,True,False,False,False
0,2,0,27.0,0,0,26.0,1,1,26.0,False,True,False,True,False,False
0,3,0,25.0,0,0,7.8292,1,1,7.8292,True,False,False,True,False,False
1,3,0,22.0,0,0,7.225,1,1,7.225,False,False,False,True,False,False
1,3,1,22.0,0,0,7.775,1,1,7.775,False,True,False,True,False,False
0,1,0,62.0,0,0,26.55,1,1,26.55,False,True,False,False,False,True
1,1,1,48.0,1,0,39.6,2,0,19.8,False,False,False,False,True,False
0,1,0,40.0,0,0,227.525,1,1,227.525,False,False,False,False,True,False
1,1,1,39.0,1,1,79.65,3,0,26.55,False,True,False,False,True,False
1,3,1,36.0,1,0,17.4,2,0,8.7,False,True,False,False,True,False
0,3,0,25.0,0,0,7.75,1,1,7.75,True,False,False,True,False,False
0,3,0,40.0,0,0,7.8958,1,1,7.8958,False,True,False,False,True,False
0,2,0,28.0,0,0,13.5,1,1,13.5,False,True,False,True,False,False
0,3,0,25.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
0,3,1,21.5,0,0,8.05,1,1,8.05,False,True,False,True,False,False
0,3,0,24.0,2,0,24.15,3,0,8.049999999999999,False,True,False,True,False,False
0,3,0,19.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
0,3,1,29.0,0,4,21.075,5,0,4.215,False,True,False,True,False,False
0,3,0,25.0,0,0,7.2292,1,1,7.2292,False,False,False,True,False,False
1,3,0,32.0,0,0,7.8542,1,1,7.8542,False,True,False,True,False,False
1,2,0,62.0,0,0,10.5,1,1,10.5,False,True,False,False,False,True
1,1,1,53.0,2,0,51.4792,3,0,17.15973333333333,False,True,False,False,True,False
1,1,0,36.0,0,0,26.3875,1,1,26.3875,False,True,False,False,True,False
1,3,1,21.5,0,0,7.75,1,1,7.75,True,False,False,True,False,False
0,3,0,16.0,0,0,8.05,1,1,8.05,False,True,True,False,False,False
0,3,0,19.0,0,0,14.5,1,1,14.5,False,True,False,True,False,False
1,2,1,34.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
1,1,1,39.0,1,0,55.9,2,0,27.95,False,True,False,False,True,False
0,3,1,21.5,1,0,14.4583,2,0,7.22915,False,False,False,True,False,False
1,3,0,32.0,0,0,7.925,1,1,7.925,False,True,False,True,False,False
1,2,1,25.0,1,1,30.0,3,0,10.0,False,True,False,True,False,False
1,1,1,39.0,1,1,110.8833,3,0,36.9611,False,False,False,False,True,False
0,2,0,54.0,0,0,26.0,1,1,26.0,False,True,False,False,True,False
0,1,0,36.0,0,0,40.125,1,1,40.125,False,False,False,False,True,False
0,3,0,25.0,0,0,8.7125,1,1,8.7125,False,False,False,True,False,False
1,1,1,18.0,0,2,79.65,3,0,26.55,False,True,True,False,False,False
0,2,0,47.0,0,0,15.0,1,1,15.0,False,True,False,False,True,False
1,1,0,60.0,1,1,79.2,3,0,26.400000000000002,False,False,False,False,True,False
0,3,0,22.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
0,3,0,25.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
0,3,0,35.0,0,0,7.125,1,1,7.125,False,True,False,True,False,False
1,1,1,52.0,1,0,78.2667,2,0,39.13335,False,False,False,False,True,False
0,3,0,47.0,0,0,7.25,1,1,7.25,False,True,False,False,True,False
0,3,1,21.5,0,2,7.75,3,0,2.5833333333333335,True,False,False,True,False,False
0,2,0,37.0,1,0,26.0,2,0,13.0,False,True,False,False,True,False
0,3,0,36.0,1,1,24.15,3,0,8.049999999999999,False,True,False,False,True,False
1,2,1,28.0,0,0,33.0,1,1,33.0,False,True,False,True,False,False
0,3,0,49.0,0,0,0.0,1,1,0.0,False,True,False,False,True,False
0,3,0,25.0,0,0,7.225,1,1,7.225,False,False,False,True,False,False
1,1,0,49.0,1,0,56.9292,2,0,28.4646,False,False,False,False,True,False
1,2,1,24.0,2,1,27.0,4,0,6.75,False,True,False,True,False,False
0,3,0,25.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
0,1,0,40.0,0,0,42.4,1,1,42.4,False,True,False,False,True,False
0,3,0,44.0,0,0,8.05,1,1,8.05,False,True,False,False,True,False
1,1,0,35.0,0,0,26.55,1,1,26.55,False,False,False,True,False,False
0,3,0,36.0,1,0,15.55,2,0,7.775,False,True,False,False,True,False
0,3,0,30.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
1,1,0,27.0,0,0,30.5,1,1,30.5,False,True,False,True,False,False
1,2,1,22.0,1,2,41.5792,4,0,10.3948,False,False,False,True,False,False
1,1,1,40.0,0,0,153.4625,1,1,153.4625,False,True,False,False,True,False
0,3,1,39.0,1,5,31.275,7,0,4.4678571428571425,False,True,False,False,True,False
0,3,0,25.0,0,0,7.05,1,1,7.05,False,True,False,True,False,False
1,3,1,21.5,1,0,15.5,2,0,7.75,True,False,False,True,False,False
0,3,0,25.0,0,0,7.75,1,1,7.75,True,False,False,True,False,False
0,3,0,35.0,0,0,8.05,1,1,8.05,False,True,False,True,False,False
1,2,1,24.0,1,2,65.0,4,0,16.25,False,True,False,True,False,False
0,3,0,34.0,1,1,14.4,3,0,4.8,False,True,False,True,False,False
0,3,1,26.0,1,0,16.1,2,0,8.05,False,True,False,True,False,False
1,2,1,4.0,2,1,39.0,4,0,9.75,False,True,False,False,False,False
0,2,0,26.0,0,0,10.5,1,1,10.5,False,True,False,True,False,False
0,3,0,27.0,1,0,14.4542,2,0,7.2271,False,False,False,True,False,False
1,1,0,42.0,1,0,52.5542,2,0,26.2771,False,True,False,False,True,False
1,3,0,20.0,1,1,15.7417,3,0,5.247233333333333,False,False,False,True,False,False
0,3,0,21.0,0,0,7.8542,1,1,7.8542,False,True,False,True,False,False
0,3,0,21.0,0,0,16.1,1,1,16.1,False,True,False,True,False,False
0,1,0,61.0,0,0,32.3208,1,1,32.3208,False,True,False,False,False,True
0,2,0,57.0,0,0,12.35,1,1,12.35,True,False,False,False,True,False
1,1,1,21.0,0,0,77.9583,1,1,77.9583,False,True,False,True,False,False
0,3,0,26.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
0,3,0,25.0,0,0,7.7333,1,1,7.7333,True,False,False,True,False,False
1,1,0,80.0,0,0,30.0,1,1,30.0,False,True,False,False,False,True
0,3,0,51.0,0,0,7.0542,1,1,7.0542,False,True,False,False,True,False
1,1,0,32.0,0,0,30.5,1,1,30.5,False,False,False,True,False,False
0,1,0,40.0,0,0,0.0,1,1,0.0,False,True,False,False,True,False
0,3,1,9.0,3,2,27.9,6,0,4.6499999999999995,False,True,False,False,False,False
1,2,1,28.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
0,3,0,32.0,0,0,7.925,1,1,7.925,False,True,False,True,False,False
0,2,0,31.0,1,1,26.25,3,0,8.75,False,True,False,True,False,False
0,3,1,41.0,0,5,39.6875,6,0,6.614583333333333,False,True,False,False,True,False
0,3,0,25.0,1,0,16.1,2,0,8.05,False,True,False,True,False,False
0,3,0,20.0,0,0,7.8542,1,1,7.8542,False,True,False,True,False,False
1,1,1,24.0,0,0,69.3,1,1,69.3,False,False,False,True,False,False
0,3,1,2.0,3,2,27.9,6,0,4.6499999999999995,False,True,False,False,False,False
1,3,0,25.0,0,0,56.4958,1,1,56.4958,False,True,False,True,False,False
1,3,1,0.75,2,1,19.2583,4,0,4.814575,False,False,False,False,False,False
1,1,0,48.0,1,0,76.7292,2,0,38.3646,False,False,False,False,True,False
0,3,0,19.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
1,1,0,56.0,0,0,35.5,1,1,35.5,False,False,False,False,True,False
0,3,0,25.0,0,0,7.55,1,1,7.55,False,True,False,True,False,False
1,3,1,23.0,0,0,7.55,1,1,7.55,False,True,False,True,False,False
0,3,0,25.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
1,2,1,18.0,0,1,23.0,2,0,11.5,False,True,True,False,False,False
0,3,0,21.0,0,0,8.4333,1,1,8.4333,False,True,False,True,False,False
1,3,1,21.5,0,0,7.8292,1,1,7.8292,True,False,False,True,False,False
0,3,1,18.0,0,0,6.75,1,1,6.75,True,False,True,False,False,False
0,2,0,24.0,2,0,73.5,3,0,24.5,False,True,False,True,False,False
0,3,0,25.0,0,0,7.8958,1,1,7.8958,False,True,False,True,False,False
0,3,1,32.0,1,1,15.5,3,0,5.166666666666667,True,False,False,True,False,False
0,2,0,23.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
0,1,0,58.0,0,2,113.275,3,0,37.75833333333333,False,False,False,False,True,False
1,1,0,50.0,2,0,133.65,3,0,44.550000000000004,False,True,False,False,True,False
0,3,0,40.0,0,0,7.225,1,1,7.225,False,False,False,False,True,False
0,1,0,47.0,0,0,25.5875,1,1,25.5875,False,True,False,False,True,False
0,3,0,36.0,0,0,7.4958,1,1,7.4958,False,True,False,False,True,False
1,3,0,20.0,1,0,7.925,2,0,3.9625,False,True,False,True,False,False
0,2,0,32.0,2,0,73.5,3,0,24.5,False,True,False,True,False,False
0,2,0,25.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
0,3,0,25.0,0,0,7.775,1,1,7.775,False,True,False,True,False,False
0,3,0,43.0,0,0,8.05,1,1,8.05,False,True,False,False,True,False
1,1,1,35.0,1,0,52.0,2,0,26.0,False,True,False,True,False,False
1,2,1,40.0,1,1,39.0,3,0,13.0,False,True,False,False,True,False
0,1,0,31.0,1,0,52.0,2,0,26.0,False,True,False,True,False,False
0,2,0,70.0,0,0,10.5,1,1,10.5,False,True,False,False,False,True
1,2,0,31.0,0,0,13.0,1,1,13.0,False,True,False,True,False,False
0,2,0,30.0,0,0,0.0,1,1,0.0,False,True,False,True,False,False
0,3,0,18.0,0,0,7.775,1,1,7.775,False,True,True,False,False,False
0,3,0,24.5,0,0,8.05,1,1,8.05,False,True,False,True,False,False
1,3,1,18.0,0,0,9.8417,1,1,9.8417,False,True,True,False,False,False
0,3,1,43.0,1,6,46.9,8,0,5.8625,False,True,False,False,True,False
1,1,0,36.0,0,1,512.3292,2,0,256.1646,False,False,False,False,True,False
0,3,1,21.5,0,0,8.1375,1,1,8.1375,True,False,False,True,False,False
1,1,0,27.0,0,0,76.7292,1,1,76.7292,False,False,False,True,False,False
0,3,0,20.0,0,0,9.225,1,1,9.225,False,True,False,True,False,False
0,3,0,14.0,5,2,46.9,8,0,5.8625,False,True,True,False,False,False
0,2,0,60.0,1,1,39.0,3,0,13.0,False,True,False,False,True,False
0,2,0,25.0,1,2,41.5792,4,0,10.3948,False,False,False,True,False,False
0,3,0,14.0,4,1,39.6875,6,0,6.614583333333333,False,True,True,False,False,False
0,3,0,19.0,0,0,10.1708,1,1,10.1708,False,True,False,True,False,False
0,3,0,18.0,0,0,7.7958,1,1,7.7958,False,True,True,False,False,False
1,1,1,15.0,0,1,211.3375,2,0,105.66875,False,True,True,False,False,False
1,1,0,31.0,1,0,57.0,2,0,28.5,False,True,False,True,False,False
1,3,1,4.0,0,1,13.4167,2,0,6.70835,False,False,False,False,False,False
1,3,0,25.0,0,0,56.4958,1,1,56.4958,False,True,False,True,False,False
0,3,0,25.0,0,0,7.225,1,1,7.225,False,False,False,True,False,False
0,1,0,60.0,0,0,26.55,1,1,26.55,False,True,False,False,True,False
0,2,0,52.0,0,0,13.5,1,1,13.5,False,True,False,False,True,False
0,3,0,44.0,0,0,8.05,1,1,8.05,False,True,False,False,True,False
1,3,1,21.5,0,0,7.7333,1,1,7.7333,True,False,False,True,False,False
0,1,0,49.0,1,1,110.8833,3,0,36.9611,False,False,False,False,True,False
0,3,0,42.0,0,0,7.65,1,1,7.65,False,True,False,False,True,False
1,1,1,18.0,1,0,227.525,2,0,113.7625,False,False,True,False,False,False
1,1,0,35.0,0,0,26.2875,1,1,26.2875,False,True,False,True,False,False
0,3,1,18.0,0,1,14.4542,2,0,7.2271,False,False,True,False,False,False
0,3,0,25.0,0,0,7.7417,1,1,7.7417,True,False,False,True,False,False
0,3,0,26.0,1,0,7.8542,2,0,3.9271,False,True,False,True,False,False
0,2,0,39.0,0,0,26.0,1,1,26.0,False,True,False,False,True,False
